,carat,cut,color,clarity,depth,table,price,x,y,z
355,0.23,Very Good,E,VVS2,59.7,54.0,485,4.02,4.05,2.41
356,0.9,Premium,H,VS2,61.7,59.0,4191,6.19,6.13,3.8
357,0.6,Premium,H,VS1,60.8,59.0,2376,5.49,5.43,3.32
358,0.33,Very Good,E,SI1,63.1,56.0,693,4.45,4.42,2.8
359,0.55,Ideal,E,VS2,61.8,57.0,1667,5.27,5.34,3.28
360,0.7,Fair,H,SI1,64.8,57.0,1808,5.49,5.59,3.59
361,0.31,Ideal,G,VVS1,62.5,57.0,816,4.31,4.36,2.71
362,1.05,Premium,E,IF,59.8,59.0,11025,6.65,6.62,3.97
363,1.7,Very Good,G,VS2,61.6,58.0,16086,7.63,7.67,4.71
364,0.5,Premium,F,VS2,60.7,58.0,1654,5.16,5.12,3.12
365,1.0,Good,G,VS2,64.1,58.0,5002,6.22,6.32,4.02
366,0.4,Very Good,G,VS1,62.8,56.0,877,4.67,4.7,2.94
367,0.42,Ideal,I,VS1,61.5,55.0,771,4.83,4.86,2.98
368,1.0,Premium,H,VVS2,61.9,61.0,4312,6.36,6.31,3.92
369,0.32,Premium,G,VS1,61.4,58.0,645,4.36,4.4,2.69
370,1.03,Premium,H,SI1,62.2,60.0,4843,6.4,6.43,3.99
371,1.0,Premium,I,SI1,60.5,59.0,4200,6.54,6.49,3.94
372,1.01,Good,I,I1,63.1,57.0,2844,6.35,6.39,4.02
373,0.37,Fair,F,SI1,65.3,56.0,527,4.53,4.47,2.94
374,1.55,Ideal,G,VVS2,61.9,54.0,15512,7.41,7.45,4.6
375,0.54,Ideal,I,VS1,61.9,54.0,1216,5.24,5.29,3.26
376,1.24,Premium,D,SI2,59.9,59.0,5382,7.01,6.95,4.18
377,1.17,Very Good,J,I1,60.2,61.0,2774,6.83,6.9,4.13
378,0.52,Premium,G,VVS2,61.8,59.0,2012,5.16,5.13,3.18
379,1.7,Premium,I,VS2,62.5,58.0,9996,7.52,7.45,4.68
380,0.9,Fair,E,VS2,64.5,61.0,4125,6.07,6.03,3.9
381,1.62,Ideal,J,SI1,62.4,53.2,8075,7.47,7.51,4.68
382,0.34,Ideal,E,SI1,61.8,56.0,765,4.48,4.45,2.76
383,0.55,Very Good,D,VS2,,59.0,1755,5.29,5.34,3.21
384,0.51,Very Good,E,VS2,63.3,55.0,1638,5.12,5.09,3.23
385,1.28,Ideal,G,IF,62.0,55.6,11401,6.94,6.96,4.31
386,1.19,Ideal,F,VVS1,61.9,57.0,12776,6.84,6.79,4.22
387,0.48,Ideal,F,IF,62.1,55.0,2154,5.0,5.05,3.12
388,0.33,Ideal,J,VS1,62.1,55.0,557,4.44,4.41,2.75
389,0.38,Good,F,VS2,60.3,61.0,719,4.68,4.71,2.83
390,0.3,Good,H,SI1,63.7,57.0,432,4.26,4.28,2.72
391,1.28,Ideal,H,SI2,62.8,57.0,6451,6.92,6.87,4.33
392,1.23,Premium,D,SI1,62.5,58.0,7715,6.85,6.79,4.27
393,2.01,Premium,J,SI1,60.5,59.0,12369,8.12,8.01,4.88
394,0.3,Premium,H,SI1,62.2,60.0,540,4.28,4.24,2.65
395,1.16,Ideal,J,IF,60.6,56.0,5519,6.79,6.86,4.14
396,0.3,Very Good,D,SI1,63.0,58.0,552,4.24,4.27,2.68
397,0.55,Ideal,F,VS1,61.0,55.0,1857,5.29,5.33,3.24
398,0.7,Premium,G,VS2,62.1,60.0,2314,5.71,5.65,3.53
399,0.31,Ideal,F,VS2,62.4,56.0,625,4.31,4.34,2.7
400,0.9,Premium,H,,60.3,61.0,4355,6.25,6.22,3.76
401,0.33,Premium,H,IF,62.0,58.0,868,4.39,4.42,2.73
402,0.63,Very Good,E,SI1,61.0,57.6,1952,5.48,5.51,3.36
403,1.03,Good,J,VS1,60.1,62.4,4582,6.43,6.49,3.88
404,0.52,Premium,E,VS2,61.6,59.0,1694,5.16,5.14,3.17
405,0.23,Very Good,H,VS1,61.0,57.0,353,3.94,3.96,2.41
406,0.32,Ideal,I,VS1,62.3,57.0,648,4.42,4.37,2.74
407,0.52,Premium,D,SI1,59.7,60.0,1399,5.26,5.19,3.12
408,0.31,Ideal,H,VS1,62.6,55.0,698,4.38,4.34,2.73
409,1.5,Premium,G,SI1,62.6,55.0,9265,7.31,7.27,4.56
410,1.57,Ideal,E,SI2,61.4,56.0,10550,7.52,7.44,4.59
411,0.31,Ideal,D,VS2,60.4,56.0,942,4.42,4.39,2.66
412,1.1,Ideal,H,VS1,61.7,56.0,6630,6.61,6.65,4.09
413,0.9,Ideal,E,SI1,61.7,57.0,4940,6.21,6.24,3.84
414,1.01,Fair,G,SI1,60.4,62.0,4646,6.31,6.34,3.82
415,0.7,Ideal,I,VS1,61.5,56.0,2490,5.73,5.76,3.53
416,0.37,Ideal,I,VS1,60.8,56.0,603,4.67,4.71,2.85
417,1.02,Premium,E,SI1,62.6,58.0,5278,6.47,6.44,4.05
418,0.57,Ideal,F,VS2,61.7,57.0,1847,5.36,5.33,3.3
419,0.35,Ideal,I,VS1,60.9,57.0,552,4.54,4.59,2.78
420,0.7,Ideal,F,VS1,61.6,56.0,3399,5.65,5.72,3.5
421,0.33,Ideal,E,VVS1,60.2,57.0,984,4.47,4.5,2.7
422,1.2,Very Good,G,VS1,61.0,59.0,8577,6.81,6.86,4.17
423,0.78,Premium,I,SI1,61.9,58.0,2387,5.93,5.87,3.65
424,1.28,Ideal,H,VS2,62.3,56.0,7098,6.97,6.89,4.32
425,0.33,Good,H,VS2,63.8,55.0,668,4.44,4.4,2.82
426,1.22,Ideal,H,SI2,62.3,55.3,5321,6.8,6.87,4.26
427,2.15,Premium,G,SI2,58.9,58.0,15751,8.46,8.41,4.97
428,0.32,Ideal,I,VS2,60.3,56.0,449,4.44,4.45,2.68
429,0.4,Ideal,E,SI1,62.2,55.0,945,4.75,4.71,2.94
430,1.5,Premium,F,VS1,62.6,58.0,14918,7.31,7.26,4.56
431,0.5,Premium,E,SI1,60.2,58.0,1316,5.15,5.18,3.11
432,0.33,Ideal,H,VS2,62.2,57.0,668,4.46,4.42,2.76
433,1.02,Ideal,E,SI2,61.6,56.0,4465,6.48,6.55,3.99
434,1.05,Ideal,D,SI2,61.9,56.0,5110,6.5,6.53,4.03
435,0.3,Ideal,D,VS1,60.8,58.0,742,4.31,4.34,2.63
436,0.58,Very Good,D,SI1,63.5,58.0,1720,5.29,5.32,3.37
437,0.37,Very Good,G,SI2,63.3,55.0,624,4.61,4.58,2.91
438,0.54,Premium,F,SI2,60.0,60.0,1240,5.27,5.22,3.24
439,1.14,Premium,D,SI2,62.4,58.0,4513,6.67,6.7,4.17
440,0.9,Very Good,G,SI2,62.0,59.0,3445,6.14,6.19,3.82
441,1.51,Ideal,H,VS2,64.2,59.0,10959,7.22,7.16,4.62
442,0.32,Ideal,F,VS2,61.1,57.0,828,4.47,4.44,2.72
443,0.7,Ideal,E,VS2,61.9,56.0,3142,5.69,5.72,3.53
444,0.33,Very Good,E,VVS1,61.6,53.0,848,4.46,4.5,2.76
445,1.58,Ideal,E,VS2,62.7,56.0,15721,7.55,7.45,4.7
446,0.3,Premium,I,VVS2,61.9,61.0,675,4.32,4.28,2.66
447,0.5,Very Good,E,VS2,63.2,57.0,1629,5.06,5.03,3.19
448,0.8,Good,G,VS2,64.2,58.0,2753,5.84,5.81,3.74
449,0.41,Ideal,F,SI1,62.7,57.0,755,4.7,4.74,2.96
450,0.32,Very Good,F,VVS2,63.0,56.0,721,4.37,4.39,2.76
451,0.91,Good,D,SI1,64.6,58.0,4265,6.02,6.12,3.92
452,1.98,Premium,I,VS1,62.5,58.0,16171,7.95,7.99,4.98
453,0.3,Ideal,I,VVS1,62.1,56.0,552,4.3,4.33,2.68
454,0.53,Ideal,F,VS1,62.3,55.0,1812,5.18,5.22,3.24
455,0.37,Very Good,G,VS2,60.7,57.0,649,4.64,4.69,2.83
456,0.33,Ideal,D,VS2,62.3,54.0,855,4.46,4.43,2.77
457,1.23,Ideal,F,VS1,61.3,57.0,8679,6.93,6.86,4.23
458,0.35,Premium,E,SI1,60.8,60.0,788,4.57,4.51,2.76
459,0.4,Very Good,E,SI2,61.4,57.0,666,4.68,4.74,2.89
460,0.81,Very Good,H,SI2,61.3,59.0,2797,5.94,6.01,3.66
461,1.05,Very Good,H,VS1,63.3,57.0,5657,6.45,6.4,4.07
462,0.95,Premium,F,SI1,62.9,59.0,4682,6.24,6.13,3.89
463,1.01,Good,H,SI1,63.4,58.0,4559,6.34,6.38,4.03
464,0.52,Very Good,D,SI1,63.8,56.0,1452,5.06,5.1,3.24
465,0.79,Ideal,E,VS2,61.8,56.0,3605,5.91,5.94,3.66
466,2.5,Very Good,J,,62.8,57.0,17028,8.58,8.65,5.41
467,1.41,Very Good,H,VS2,62.5,58.0,8846,7.08,7.12,4.44
468,0.35,Very Good,E,SI1,62.9,58.0,614,4.48,4.52,2.83
469,0.39,Ideal,G,VVS2,62.1,56.0,886,4.67,4.7,2.91
470,1.27,Premium,F,VVS2,61.3,60.0,11905,6.99,6.9,4.26
471,1.81,Very Good,I,VS1,59.9,61.0,14177,7.85,7.91,4.72
472,1.01,Fair,F,SI1,65.0,61.0,5131,6.29,6.23,4.07
473,0.7,Ideal,H,SI1,61.1,58.0,2107,5.69,5.7,3.48
474,1.52,Ideal,F,SI1,62.2,56.0,11637,7.38,7.41,4.6
475,0.35,Ideal,E,VS2,62.0,56.0,704,4.49,4.51,2.79
476,1.07,Premium,G,VS1,62.0,58.0,6730,6.59,6.53,4.07
477,1.04,Ideal,G,VVS1,62.5,55.0,8120,6.45,6.54,4.06
478,0.71,Good,I,VS2,64.2,58.0,2028,5.52,5.57,3.56
479,1.2,Good,F,VVS1,63.6,57.0,11182,6.74,6.71,4.28
480,0.43,Ideal,G,SI1,61.7,55.0,818,4.89,4.87,3.01
481,1.02,Ideal,G,VS2,62.4,57.0,5346,6.47,6.36,4.0
482,0.55,Ideal,H,SI1,62.1,56.0,1319,5.2,5.26,3.25
483,0.33,Very Good,I,SI1,61.4,58.0,445,4.46,4.5,2.75
484,0.31,Ideal,H,VVS1,62.0,55.0,671,4.34,4.37,2.7
485,1.0,Very Good,E,SI2,59.1,61.0,4004,6.39,6.44,3.79
486,0.35,Premium,F,VS2,61.8,58.0,706,4.48,4.52,2.78
487,0.4,Ideal,G,VS1,61.4,55.0,1087,4.77,4.78,2.93
488,0.9,Good,G,SI1,57.8,58.0,3931,6.42,6.38,3.7
489,0.33,Premium,G,VS2,61.3,61.0,693,4.47,4.43,2.73
490,0.4,Premium,F,VVS2,60.7,58.0,1088,4.7,4.75,2.87
491,0.4,Good,E,SI1,63.5,58.0,687,4.65,4.67,2.96
492,1.1,Ideal,G,SI1,62.5,57.0,4484,6.61,6.58,4.12
493,0.43,Ideal,G,VVS1,61.4,57.0,1037,4.85,4.89,2.99
494,0.51,Ideal,G,VVS2,62.9,57.0,1842,5.12,5.06,3.2
495,0.27,Very Good,F,VS2,58.7,58.0,470,4.25,4.3,2.51
496,0.74,Ideal,H,VS1,61.6,55.0,3030,5.79,5.83,3.58
497,0.56,Ideal,D,SI1,61.9,57.0,2053,5.27,5.3,3.27
498,0.4,Very Good,G,SI1,59.6,61.0,655,4.74,4.76,2.83
499,0.7,Ideal,E,SI1,60.1,57.0,2929,5.78,5.83,3.49
500,1.5,Good,F,I1,60.6,62.0,5313,7.22,7.24,4.38
501,0.32,Ideal,E,VS2,61.5,56.0,716,4.43,4.45,2.73
502,0.31,Very Good,G,VVS1,59.9,62.0,816,4.35,4.37,2.61
503,0.71,Very Good,F,SI1,62.4,59.0,2590,5.64,5.7,3.54
504,1.97,Premium,F,SI2,61.1,58.0,14410,8.05,8.11,4.94
505,1.5,Fair,H,SI2,59.3,58.0,7098,7.31,7.37,4.35
506,1.54,Very Good,D,VS1,59.1,59.0,16750,7.51,7.55,4.45
507,0.3,Very Good,J,VS2,63.4,57.0,473,4.26,4.22,2.69
508,0.75,Ideal,D,VS2,61.7,55.0,3625,5.82,5.85,3.6
509,0.74,Very Good,G,SI2,63.8,56.0,2423,5.7,5.74,3.65
510,1.01,Very Good,E,SI1,62.9,58.0,5499,6.35,6.41,4.01
511,1.01,Very Good,E,VS2,63.1,60.0,6335,6.3,6.26,3.96
512,0.91,Good,F,VVS2,62.6,61.0,5225,6.12,6.19,3.85
513,0.4,Premium,H,VS1,62.4,60.0,1035,4.74,4.69,2.94
514,1.51,Good,F,SI2,63.8,59.0,8245,7.22,7.18,4.59
515,1.36,Ideal,J,VVS2,61.9,56.0,6973,7.16,7.13,4.42
516,0.3,Premium,H,VS1,60.0,60.0,576,4.4,4.3,2.61
517,0.62,Ideal,D,VS2,,56.0,2243,5.49,5.52,3.37
518,1.5,Good,I,SI1,63.1,54.0,8258,7.31,7.34,4.62
519,0.77,Very Good,I,VS2,63.1,58.0,2391,5.86,5.7,3.65
520,1.19,Premium,I,SI2,59.5,59.0,4498,6.95,6.89,4.12
521,1.53,Premium,H,VS2,62.2,58.0,11280,7.34,7.3,4.55
522,0.41,Ideal,I,VS1,60.9,53.0,755,4.8,4.85,2.94
523,0.56,Premium,F,VS2,59.6,58.0,1778,5.36,5.34,3.19
524,1.05,Ideal,D,SI2,62.1,58.0,5702,6.49,6.52,4.04
525,0.55,Premium,G,VS2,59.6,59.0,1448,5.32,5.36,3.18
526,0.31,Ideal,H,VVS1,62.2,54.0,687,4.34,4.37,2.71
527,0.56,Ideal,D,SI1,62.5,56.0,1608,5.24,5.28,3.29
528,1.0,Ideal,E,SI1,,56.0,5935,6.33,6.38,4.0
529,1.15,Premium,G,SI2,62.5,55.0,4861,6.72,6.68,4.19
530,0.7,Fair,G,VVS2,65.3,61.0,2710,5.58,5.48,3.61
531,1.63,Ideal,E,SI1,60.5,59.0,14022,7.66,7.62,4.62
532,0.55,Ideal,I,SI2,60.4,56.0,1109,5.32,5.36,3.23
533,0.7,Premium,F,SI1,61.9,58.0,2319,5.69,5.65,3.51
534,0.56,Ideal,D,VS1,61.1,56.0,2741,5.3,5.33,3.25
535,0.8,Premium,G,SI2,61.4,56.0,2451,5.99,5.96,3.67
536,0.33,Premium,H,VS1,59.5,59.0,579,4.48,4.53,2.68
537,1.02,Very Good,G,SI1,63.0,55.0,4633,6.4,6.45,4.05
538,1.24,Premium,H,SI1,60.1,58.0,6215,7.04,7.01,4.22
539,1.05,Ideal,D,VS2,61.7,59.0,7965,6.5,6.53,4.02
540,0.3,Premium,G,VVS2,61.2,58.0,878,4.34,4.32,2.65
541,1.07,Premium,G,VS2,61.9,58.0,6779,6.54,6.55,4.05
542,0.9,Premium,E,SI1,63.0,59.0,4334,6.13,6.1,3.85
543,1.39,Premium,E,SI2,62.7,58.0,7445,7.11,6.99,4.42
544,2.0,Very Good,F,SI1,63.6,58.0,16580,7.91,7.98,5.05
545,1.01,Premium,H,SI1,61.2,58.0,4642,6.47,6.43,3.95
546,1.54,Good,E,I1,63.3,60.0,6261,7.26,7.3,4.61
547,0.53,Very Good,G,VVS1,60.3,54.0,1904,5.29,5.33,3.2
548,0.3,Ideal,D,SI1,61.9,56.0,709,4.31,4.28,2.66
549,0.51,Ideal,F,VVS2,62.2,56.0,2203,5.12,5.08,3.17
550,0.3,Premium,G,VS1,60.3,62.0,776,4.33,4.3,2.6
551,0.54,Ideal,I,VS2,61.9,56.0,1260,5.2,5.26,3.24
552,1.5,Ideal,H,VS1,61.0,56.8,11557,7.36,7.4,4.5
553,2.03,Ideal,I,SI2,60.8,59.0,13398,8.12,8.2,4.96
554,0.31,Ideal,F,VVS1,61.4,55.0,1074,4.37,4.39,2.69
555,0.9,Good,G,VS2,64.4,62.0,4135,5.97,6.02,3.86
556,0.78,Good,F,SI2,62.7,61.0,2444,5.8,5.84,3.65
557,0.74,Ideal,G,VVS2,60.7,56.0,3831,5.9,5.88,3.58
558,0.89,Fair,I,VS1,68.2,65.0,2334,5.82,5.74,3.94
559,0.8,Ideal,H,VS1,62.2,56.0,3581,5.92,5.95,3.69
560,0.54,Ideal,F,VS2,62.0,55.0,1563,5.25,5.32,3.28
561,2.2,Ideal,H,SI2,60.0,58.0,16530,8.47,8.5,5.09
562,1.07,Premium,D,SI2,62.6,61.0,4949,6.49,6.42,4.04
563,0.25,Premium,E,VVS2,62.0,59.0,740,4.08,4.05,2.52
564,1.02,Premium,E,SI1,62.8,58.0,5429,6.45,6.39,4.03
565,0.7,Premium,H,SI1,62.0,58.0,2155,5.65,5.71,3.52
566,0.4,Premium,E,VS1,62.5,58.0,1125,4.72,4.69,2.94
567,0.5,Very Good,H,VS2,62.8,58.0,1262,5.03,5.07,3.17
568,0.34,Premium,I,SI1,60.2,59.0,574,4.55,4.52,2.73
569,2.01,Premium,I,VS2,60.3,58.0,17826,8.22,8.16,4.94
570,0.31,Ideal,E,VVS2,61.6,55.0,816,4.35,4.38,2.69
571,2.1,Premium,I,VS2,60.7,61.0,14394,8.28,8.27,5.02
572,0.31,Very Good,E,SI1,63.3,55.0,698,4.35,4.31,2.74
573,0.34,Ideal,G,VVS2,62.1,55.0,995,4.48,4.44,2.77
574,0.42,Very Good,H,VVS2,62.9,56.0,921,4.75,4.79,3.0
575,0.5,Ideal,D,SI1,61.4,58.0,1415,5.07,5.1,3.12
576,1.01,Good,F,VVS2,63.6,60.0,6932,6.31,6.36,4.03
577,0.3,Premium,J,VS1,62.6,58.0,394,4.28,4.31,2.69
578,0.4,Ideal,G,VVS2,62.3,54.0,931,4.75,4.78,2.97
579,0.31,Ideal,F,IF,62.1,54.0,914,4.33,4.37,2.7
580,0.51,Very Good,G,VS2,62.9,58.0,1438,5.06,5.11,3.2
581,0.31,Ideal,H,,62.5,55.0,802,4.37,4.34,2.72
582,0.31,Good,G,VS2,63.1,56.0,544,4.31,4.37,2.74
583,1.1,Premium,G,VS2,,60.0,6121,6.72,6.7,4.0
584,0.5,Ideal,D,SI1,62.6,57.0,1654,5.1,5.06,3.18
585,0.42,Ideal,G,,,54.0,921,4.82,4.86,2.96
586,0.3,Ideal,G,VVS2,60.6,57.0,684,4.33,4.35,2.63
587,0.31,Ideal,F,VS1,61.5,54.0,642,4.36,4.39,2.69
588,0.32,Ideal,F,VVS1,62.1,56.0,990,4.43,4.39,2.74
589,0.71,Fair,F,SI2,65.2,55.5,2103,5.52,5.58,3.62
590,1.33,Ideal,I,SI1,61.6,57.0,7526,7.06,7.1,4.36
591,0.72,Premium,G,SI1,61.2,62.0,2212,5.75,5.72,3.51
592,0.71,Ideal,I,VS1,61.5,60.0,2432,5.7,5.74,3.52
593,0.54,Ideal,F,VS1,60.7,59.0,1849,5.27,5.3,3.21
594,0.51,Ideal,G,VS2,62.0,56.0,1343,5.11,5.18,3.19
595,0.33,Very Good,D,SI1,61.5,60.0,608,4.41,4.44,2.72
596,1.18,Very Good,J,SI2,63.5,57.0,4294,6.68,6.74,4.26
597,0.76,Very Good,G,VVS2,62.1,56.0,3655,5.81,5.85,3.63
598,0.42,Very Good,H,SI1,62.9,57.0,700,4.76,4.84,3.02
599,0.38,Premium,G,VS1,61.0,58.0,833,4.67,4.71,2.86
600,1.11,Ideal,J,SI2,62.5,57.0,4073,6.64,6.6,4.14
601,0.35,Premium,H,VS1,61.7,59.0,614,4.51,4.53,2.79
602,0.77,Premium,H,SI1,61.6,60.0,2457,5.91,5.87,3.59
603,0.4,Very Good,G,SI1,60.0,63.0,900,4.8,4.76,2.87
604,0.42,Ideal,H,VS2,62.9,56.0,992,4.79,4.72,2.99
605,2.11,Premium,J,SI2,62.0,60.0,11663,8.19,8.24,5.09
606,0.71,Ideal,E,SI1,61.3,55.0,2792,5.72,5.77,3.52
607,0.31,Ideal,G,VS2,62.1,55.0,577,4.35,4.38,2.71
608,0.3,Ideal,F,SI1,62.4,55.0,475,4.3,4.32,2.69
609,1.05,Fair,I,I1,61.8,66.0,2396,6.48,6.37,3.97
610,0.34,Premium,I,SI1,59.2,61.0,574,4.58,4.57,2.71
611,1.52,Ideal,I,VS2,62.4,55.0,9352,7.35,7.4,4.6
612,0.43,Ideal,G,VVS2,60.9,57.0,1129,4.9,4.85,2.97
613,0.3,Ideal,E,VVS1,62.2,57.0,862,4.28,4.31,2.67
614,0.41,Ideal,H,SI1,61.5,55.0,763,4.78,4.81,2.95
615,0.34,Ideal,H,VVS1,62.0,54.0,775,4.46,4.48,2.77
616,1.08,Ideal,D,SI1,62.7,57.0,6539,6.52,6.56,4.1
617,1.57,Ideal,H,VS1,62.2,55.0,12810,7.44,7.49,4.64
618,1.7,Ideal,H,VS1,61.5,55.0,16240,7.69,7.73,4.74
619,0.23,Very Good,D,VVS2,61.4,58.0,530,3.92,3.96,2.42
620,0.35,Premium,E,VS1,60.8,58.0,829,4.55,4.58,2.78
621,0.76,Ideal,G,VS2,61.3,56.0,2782,5.9,5.94,3.63
622,1.2,Good,F,VS2,62.3,57.0,8990,6.74,6.78,4.21
623,0.51,Ideal,G,VVS2,61.5,57.0,1875,5.13,5.18,3.17
624,0.96,Very Good,H,VS2,61.2,57.0,4136,6.34,6.38,3.89
625,1.02,Very Good,E,SI1,63.1,61.0,5508,6.42,6.35,4.03
626,0.9,Fair,F,SI1,65.3,61.0,3326,6.0,5.95,3.9
627,0.41,Ideal,F,VS1,62.5,57.0,1076,4.76,4.75,2.97
628,0.26,Very Good,F,VS2,61.4,56.0,499,4.09,4.12,2.53
629,0.71,Very Good,D,SI1,62.4,54.0,2887,5.71,5.79,3.59
630,0.4,Ideal,E,VVS1,61.3,56.0,1778,4.75,4.78,2.92
631,0.51,Ideal,D,VS2,61.8,54.0,1623,5.12,5.17,3.18
632,0.3,Ideal,H,VVS1,62.3,57.0,665,4.27,4.3,2.67
633,0.52,Ideal,E,VS2,61.3,57.0,1576,5.19,5.22,3.19
634,0.38,Ideal,E,VS1,61.4,56.0,920,4.66,4.69,2.87
635,1.2,Premium,J,SI2,61.7,57.0,3782,6.85,6.79,4.21
636,0.91,Very Good,F,VS1,63.5,56.0,4739,6.18,6.14,3.91
637,0.3,Very Good,F,VVS2,62.4,57.0,694,4.25,4.27,2.66
638,1.51,Good,I,SI1,63.8,57.0,6046,7.21,7.18,4.59
639,0.71,Very Good,H,SI1,60.7,60.0,2266,5.73,5.76,3.49
640,0.24,Ideal,F,VS1,61.8,54.0,572,3.99,4.03,2.48
641,0.3,Very Good,D,VS1,62.2,58.0,742,4.25,4.27,2.65
642,0.42,Ideal,D,VVS2,62.1,55.0,1326,4.79,4.81,2.98
643,0.3,Ideal,F,VS2,61.1,55.0,569,4.37,4.32,2.66
644,0.71,Premium,F,SI1,62.3,57.0,2458,5.73,5.66,3.55
645,0.3,Ideal,D,SI2,63.0,55.0,574,4.26,4.25,2.68
646,0.42,Premium,E,SI2,58.8,60.0,838,4.9,4.86,2.87
647,0.41,Premium,G,VS1,62.6,58.0,899,4.7,4.75,2.96
648,0.23,Good,F,VVS2,61.2,62.0,462,3.95,3.99,2.43
649,0.61,Ideal,D,SI1,62.0,55.0,2029,5.47,5.44,3.38
650,2.01,Very Good,D,SI2,61.8,59.0,17079,8.07,8.15,5.01
651,0.3,Premium,F,VVS1,62.0,59.0,868,4.24,4.28,2.64
652,0.95,Premium,G,SI2,62.6,58.0,3181,6.22,6.18,3.88
653,1.52,Very Good,I,VS2,62.3,58.0,10051,7.32,7.28,4.55
654,0.32,Ideal,F,VS2,62.3,56.0,828,4.4,4.37,2.73
655,1.03,Ideal,E,VVS2,61.7,56.0,11611,6.49,6.51,4.01
656,1.12,Very Good,I,SI1,60.6,60.0,4312,6.73,6.77,4.09
657,0.54,Ideal,F,VS2,62.3,56.0,1662,5.17,5.2,3.23
658,0.31,Very Good,E,VVS2,61.1,55.0,766,4.39,4.41,2.69
659,0.31,Ideal,D,SI1,61.1,56.0,571,4.36,4.38,2.67
660,0.43,Ideal,D,SI1,61.6,56.0,1036,4.86,4.82,2.98
661,0.72,Ideal,E,SI2,62.4,57.0,2939,5.71,5.74,3.57
662,0.9,Very Good,D,SI1,63.5,57.0,4304,6.15,6.11,3.89
663,0.72,Premium,E,VS2,60.4,61.0,3024,5.79,5.76,3.49
664,0.72,Ideal,E,SI2,61.8,55.0,2308,5.77,5.75,3.56
665,0.31,Ideal,F,IF,61.7,56.0,901,4.34,4.38,2.69
666,1.0,Very Good,E,SI2,63.5,54.0,4480,6.41,6.35,4.05
667,0.7,Premium,H,SI2,60.5,61.0,1808,5.75,5.72,3.47
668,0.31,Premium,D,SI1,62.1,58.0,732,4.33,4.3,2.68
669,1.18,Premium,I,SI2,62.9,58.0,3925,6.77,6.7,4.24
670,0.36,Premium,H,VS2,60.9,59.0,729,4.62,4.58,2.8
671,0.41,Ideal,G,VVS1,61.8,55.0,1230,4.78,4.76,2.95
672,0.57,Ideal,D,VS2,62.1,56.0,1963,5.34,5.29,3.3
673,0.36,Very Good,F,SI1,60.3,58.0,600,4.6,4.65,2.79
674,0.79,Very Good,F,SI1,62.7,60.0,2878,5.82,5.89,3.67
675,1.21,Ideal,H,SI2,62.0,54.5,5814,6.81,6.87,4.25
676,0.75,Premium,J,SI2,62.9,56.0,1588,5.76,5.72,3.61
677,0.31,Ideal,G,VVS2,62.4,54.0,687,4.37,4.38,2.73
678,0.3,Ideal,F,VS2,,57.0,605,4.31,4.33,2.67
679,1.11,Very Good,I,SI2,61.1,58.0,4202,6.63,6.69,4.07
680,0.7,Good,F,SI2,64.1,55.0,1851,5.58,5.52,3.56
681,1.02,Very Good,D,SI2,63.4,59.0,4718,6.41,6.37,4.05
682,0.7,Very Good,G,SI1,62.1,56.0,2175,5.64,5.67,3.51
683,0.75,Ideal,D,SI2,61.3,56.0,2773,5.85,5.89,3.6
684,0.56,Ideal,G,SI2,61.0,57.0,1127,5.34,5.32,3.25
685,0.74,Premium,F,SI2,61.4,57.0,2328,5.82,5.8,3.57
686,1.03,Ideal,G,VS1,60.8,57.0,7587,6.55,6.57,3.99
687,0.75,Good,E,SI2,62.3,58.0,2702,5.78,5.81,3.61
688,0.35,Premium,D,VS2,60.4,58.0,1063,4.58,4.53,2.75
689,0.23,Fair,G,VVS2,61.4,66.0,369,3.87,3.91,2.39
690,0.8,Good,F,SI1,63.8,59.0,2941,5.83,5.87,3.73
691,0.91,Very Good,G,SI1,62.2,57.0,3884,6.12,6.17,3.82
692,0.32,Ideal,I,VS2,62.5,55.0,576,4.39,4.38,2.74
693,1.03,Ideal,G,VVS1,62.0,56.0,8398,6.54,6.5,4.04
694,0.3,Ideal,H,VVS1,62.4,53.0,878,4.31,4.28,2.68
695,0.5,Good,G,,63.9,57.0,1197,5.02,5.06,3.22
696,1.02,Ideal,E,SI2,61.6,55.0,4912,6.52,6.46,4.0
697,0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52
698,1.24,Very Good,H,SI2,60.0,58.0,5858,6.99,7.05,4.21
699,0.35,Ideal,E,VVS1,,56.0,1044,4.51,4.58,2.82
700,0.42,Premium,G,SI1,62.7,59.0,920,4.75,4.72,2.97
701,0.3,Very Good,H,SI1,63.4,58.0,540,4.29,4.26,2.71
702,1.55,Ideal,D,VS2,62.1,59.0,15887,7.34,7.37,4.57
703,0.26,Good,E,VVS2,63.1,59.0,599,4.04,4.08,2.56
704,0.23,Ideal,F,VVS2,62.3,56.0,530,3.95,4.01,2.48
705,0.81,Very Good,D,SI1,63.1,57.0,3462,5.91,5.94,3.74
706,1.36,Premium,J,SI2,62.6,58.0,5310,7.12,7.0,4.42
707,1.0,Good,H,SI1,61.0,61.0,4510,6.36,6.42,3.9
708,0.35,Very Good,D,VS1,60.9,58.0,763,4.54,4.56,2.77
709,0.33,Ideal,G,VS1,62.1,55.0,854,4.46,4.43,2.76
710,1.06,Ideal,G,SI1,62.9,56.0,5461,6.52,6.49,4.09
